NomenclatureCode,Nomenclature,ProductGroup,ProductGroupDescription,ProductCode,ProductDescription
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,190540,"Rusks, toasted bread and similar toasted produc"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,190590,"Other bread, etc, nes; communion wafers, rice p"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,1905AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200110,"Cucumbers and gherkins, preserved by vinegar or"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200120,"Onions, prepared or preserved by vinegar or ace"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200190,"Other vegetables, fruits, etc, preserved by vin"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200210,"Tomatoes, whole or in pieces, preserved other t"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200290,"Tomatoes, preserved otherwise than by vinegar o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200310,"Mushrooms, preserved otherwise than by vinegar"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200320,"Truffles, prepared or preserved otherwise than"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200410,"Potatoes, preserved other than by vinegar or ac"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200490,Other vegetables preserved other than by vinega
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200510,"Homogenized vegetable, preserved other than by"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200520,"Potatoes, preserved other than by vinegar or ac"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200530,"Sauerkraut, preserved other than by vinegar or"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200540,"Peas, preserved other than by vinegar or acetic"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200551,"Shelled beans, preserved other than by vinegar,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200559,"Beans, unshelled, preserved other than by vineg"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200560,"Asparagus, preserved other than by vinegar or a"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200570,"Olives, preserved other than by vinegar or acet"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200580,"Sweetcorn, preserved other than by vinegar or a"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200590,"Vegetables preserved other than by vinegar, etc"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200600,"Fruit, nuts, fruit-peel and other parts of plan"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200710,"Jams, fruit jellies, marmalades, etc, homogeniz"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200791,"Jams, fruit jellies, marmalades, etc, of citrus"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200799,"Other jams, fruit jellies, marmalades, etc, bei"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200811,"Ground-nuts, preserved"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200819,"Nuts and seeds including mixtures, preserved"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200820,"Pineapples, prepared or preserved (excl. those"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200830,"Citrus fruit, prepared or preserved (excl. thos"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200840,"Pears, prepared or preserved (excl. those of 20"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200850,"Apricots, prepared or preserved (excl. those of"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200860,"Cherries, prepared or preserved (excl. those of"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200870,"Peaches, prepared or preserved (excl. those of"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200880,"Strawberries, prepared or preserved (excl. thos"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200891,"Palm hearts, prepared or preserved (excl. those"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200892,"Mixtures of fruit, prepared or preserved (excl."
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200899,"Other fruit, etc, prepared or preserved, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200911,"Frozen orange juice, unfermented, not containin"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200919,"Unfrozen orange juice, unfermented, not contain"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200920,"Grapefruit juice, unfermented, not containing a"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200930,"Single citrus fruit juice, (excl. orange and gr"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200940,"Pineapple juice, unfermented, not containing ad"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200950,"Tomato juice, unfermented, not containing added"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200960,"Grape juice, (incl. must), unfermented, not con"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200970,"Apple juice, unfermented, not containing added"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200980,"Juice of other single fruit, unfermented, not c"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,200990,"Mixtures of juices, unfermented, not containing"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210110,"Extracts, essences, concentrates and preparatio"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210120,"Extracts, essences, concentrates and preparatio"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210130,"Roasted coffee substitutes (incl. chicory), etc"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,2101AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210210,Active yeasts
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210220,Inactive yeasts; other single-cell micro-organi
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210230,Prepared baking powders
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,2102AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210310,Soya sauce
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210320,Tomato ketchup and other tomato sauces
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210330,"Mustard flour and meal, prepared mustard"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210390,Sauces and sauce preparations; mixed condiments
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210410,Soups and broths and preparations therefor
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210420,Homogenized composite food preparations
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,2104AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210500,"Ice cream and other edible ice, whether or not"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210610,Protein concentrates and textured protein subst
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,210690,"Other food preparations, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220110,"Mineral waters and aerated waters, unsweetened"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220190,Other unsweetened waters; ice and snow
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220210,"Waters (incl. mineral and aerated), with added"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220290,"Other non-alcoholic beverages, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220300,Beer made from malt
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220410,Champagne and sparkling wine
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220421,Wine (not sparkling); grape must with by alcoho
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220429,Wine (not sparkling); grape must with alcohol i
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220510,"Vermouth and other wine of fresh grapes, flavou"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220590,"Vermouth and other wine of fresh grapes, flavou"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,2205AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220600,"Other fermented beverages (for example, cider,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220820,Spirits from distilled grape wine or marc
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220830,Whiskeys
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220840,Rum and tafia
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220850,Gin and Geneva
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220890,"Other spirituous beverages, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,220900,Vinegar and substitutes for vinegar obtained fr
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,230910,"Dog or cat food, put up for retail sale"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,230990,Other preparations of a kind used in animal fee
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,240210,"Cigars, cheroots and cigarillos containing toba"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,240220,Cigarettes containing tobacco
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,240290,"Cigars, cigarillos, cigarettes, etc, not contai"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,2402AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,240310,Smoking tobacco with or without tobacco substit
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,240399,"Other manufactured tobacco, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,250100,Salt and pure sodium chloride; sea water
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271000,"Petroleum oils, etc, (excl. crude); preparation"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271011,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271012,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271013,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271014,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271015,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271016,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271019,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271021,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271022,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271025,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271026,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271027,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271029,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271091,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271093,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271094,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271095,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271096,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271099,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271111,"Natural gas, liquefied"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271112,"Propane, liquefied"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271113,"Butanes, liquefied"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271114,"Ethylene, propylene, butylene and butadiene, li"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271119,"Petroleum gases and other gaseous hydrocarbons,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271121,Natural gas in gaseous state
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,271129,Petroleum gases and other gaseous hydrocarbons
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300310,Medicaments of penicillins... or streptomycins.
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300320,"Medicaments of other antibiotics, not for retai"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300331,"Medicaments of insulin, not for retail sale"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300339,"Medicaments of other hormones, not for retail s"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300340,Medicaments of alkaloids or derivatives thereof
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300390,"Other medicaments with >=2 constituents, not fo"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300410,Medicaments of penicillins... or streptomycins.
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300420,"Medicaments of other antibiotics, for retail sa"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300431,"Medicaments of insulin, for retail sale"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300432,"Medicaments of adrenal cortical hormones, for r"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300439,"Medicaments of other hormones, for retail sale,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300440,Medicaments of alkaloids or derivatives thereof
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300450,Other medicaments of vitamins or other products
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300490,"Other medicaments of mixed or unmixed products,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300510,"Adhesive dressings..., for medical... purposes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300590,"Wadding, gauze, etc with pharmaceutical substan"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300610,Materials for surgical sutures; laminaria ; abs
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300620,Blood-grouping reagents
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300630,Opacifying preparations for X-ray examinations;
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300640,Dental cements and other dental fillings; bone
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300650,First-aid boxes and kits
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,300660,Chemical contraceptive preparations based on ho
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,310510,Fertilizers... in packages of a gross weight =<
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,320810,"Paints... based on polyesters, in a non-aqueous"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,320820,"Paints... based on acrylic or vinyl polymers, i"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,320890,"Paints and varnishes, in a non-aqueous medium,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,320910,"Paints... based on acrylic or vinyl polymers, i"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,320990,"Paints and varnishes, in an aqueous medium, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,321000,Other paints and varnishes (incl. enamels...)..
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,321100,Prepared driers
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,321210,Stamping foils
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,321290,"Pigments in non-aqueous media, nes, for retail"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,321310,Colours in sets
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,321390,"Artists', students' or signboard painters' colo"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,321410,Mastics and painters fillings
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,321490,"Glaziers putty, etc, non-refractory surfacing p"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,321511,"Black printing ink, whether or not concentrated"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,321519,"Printing ink, whether or not concentrated or so"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,321590,"Other ink, whether or not concentrated or solid"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330300,Perfumes and toilet waters
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330410,Lip make-up preparations
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330420,Eye make-up preparations
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330430,Manicure or pedicure preparations
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330491,"Powders, whether or not compressed, for cosmeti"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330499,"Beauty, make-up, skin-care (incl. suntan), nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330510,Shampoos
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330520,Preparations for permanent waving or straighten
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330530,Hair lacquers
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330590,"Preparations for use on the hair, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330610,Dentifrices
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330690,Preparations for oral or dental hygiene (incl.
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330710,"Pre-shave, shaving or after-shave preparations"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330720,Personal deodorants and antiperspirants
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330730,Perfumed bath salts and other bath preparations
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330741,Agarbatti and other odiferous preparations whic
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330749,"Preparations for deodorizing rooms, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,330790,"Other perfumery, cosmetic or toilet preparation"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340111,Soap and organic surface-active products in bar
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340119,Soap and organic surface-active products in bar
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340120,"Soap in other forms, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340211,"Anionic surface-active agents, (excl. soap)"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340212,"Cationic surface-active agents, (excl. soap)"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340213,"Non-ionic surface-active agents, (excl. soap)"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340219,"Organic surface-active agents, (excl. soap), ne"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340220,"Washing and cleaning preparations, put up for r"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340290,"Washing and cleaning preparations, not put up f"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340311,Lubricat.prep.for the treatment of textile mat.
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340319,"Other lubricating preparations, with <70% petro"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340391,Lubricating prep.for the treatment of textiles
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340399,"Other lubricating preparations, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340510,"Polishes, creams and similar preparations for f"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340520,"Polishes, creams and similar preparations for m"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340530,Polishes and similar preparations for coachwork
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340540,Scouring pastes and powders and other scouring
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340590,"Other polishes, creams and similar preparations"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340600,"Candles, tapers and the like"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,340700,Modelling pastes; dental wax and impression com
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,350510,Dextrins and other modified starches
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,350520,"Glues based on starches, dextrins or other modi"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,350610,Products put up as glues or adhesives for retai
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,350691,Adhesives based on rubber or plastic (incl. art
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,350699,"Prepared glues and other prepared adhesives, ne"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,360100,Propellent powders
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,360200,"Prepared explosives, (excl. propellent powders)"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,360300,Safety fuses; detonating fuses; caps; igniters;
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,360410,Fireworks
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,360490,Signalling flares... and other pyrotechnic arti
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,360500,Matches (excl. pyrotechnic articles of 36.04)
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,360610,"Liquid or liquefied-gas fuels in containers, fo"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,360690,"Ferro-cerium, pyrophoric alloys; articles of co"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370110,"Photographic plates... for X-ray, in the flat,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370120,"Instant print flat film, unexposed"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370130,"Plates and film, in the flat with any side >255"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370191,"Photographic plates..., in the flat for colour"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370199,"Photographic plates and film, in the flat (excl"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370210,"Photographic film in rolls, for X-ray, unexpose"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370220,"Instant print film in rolls, unexposed"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370231,"Polychrome film, in rolls, non-perforated, of w"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370232,"Film, in rolls, non-perforated, with silver..."
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370239,"Film, in rolls, non-perforated, of width =<105m"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370241,"Polychrome film, in rolls, non-perforated, widt"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370242,"Film, in rolls, non-perforated, width >610mm le"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370243,"Film, in rolls, non-perforated, width >610mm an"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370244,"Film, in rolls, non-perforated, width >105mm bu"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370251,"Polychrome film, in rolls, width =<16mm and len"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370252,"Polychrome film, in rolls, width =<16mm and len"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370253,"Polychrome slide film, in rolls, width >16mm bu"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370254,"Polychrome film, in rolls, width >16mm but =<35"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370255,"Polychrome film, in rolls, width >16mm but =<35"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370256,"Polychrome film, in rolls, width >35mm"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370291,"Film, in rolls, width =<16mm and length =<14m ("
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370292,"Film, in rolls, width =<16mm and length >14m (e"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370293,"Film, in rolls, width >16mm but =<35mm and leng"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370294,"Film, in rolls, width >16mm but =<35mm and leng"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370295,"Film, in rolls, width >35mm (excl. colour)"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370310,"Photographic paper, paperboard and textilles, i"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370320,"Photographic paper, paperboard and textilles fo"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370390,"Photographic paper, paperboard and textilles, n"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370400,"Photographic plates, film, paper..., exposed bu"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370510,"Photographic plates..., exposed and developed,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370520,"Microfilms, exposed and developed"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370590,"Photographic plates..., exposed and developed,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370610,"Cinematographic film, exposed and developed, wi"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370690,"Cinematographic film, exposed and developed, wi"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370710,Sensitising emulsions for photographic uses
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,370790,"Chemical preparations for photograpic use, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,381010,Pickling preparations for metal surfaces; solde
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,381090,"Preparations such as fluxes for soldering..., e"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,381300,Preparations for fire-extinguishers; charged fi
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,381900,Hydraulic brake fluids and similar liquids with
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,382000,Anti-freezing preparations and prepared de-icin
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,382200,"Composite diagnostic or laboratory reagents, ne"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391710,Artificial guts of hardened proteins or cellulo
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391721,"Tubes, pipes and hoses, rigid, of polymers of e"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391722,"Tubes, pipes and hoses, rigid, of polymers of p"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391723,"Tubes, pipes and hoses, rigid, of polymers of v"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391729,"Tubes, pipes and hoses, rigid, of other plastic"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391731,"Flexible tubes, pipes and hoses, with a burst p"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391732,"Tubes, pipes and hoses, not reinforced, without"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391733,"Tubes, pipes and hoses, not reinforced, with fi"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391739,"Other tubes, pipes and hoses, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391740,"Fittings, for tubes, pipes and hoses, of plasti"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391810,Floor... coverings of polymers of vinyl chlorid
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391890,"Floor, wall or ceiling coverings of plastics, n"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,391910,"Self-adhesive tape, plates, strip..., in rolls,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392210,"Baths, shower-baths and wash-basins, of plastic"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392220,Lavatory seats and covers of plastics
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392290,"Bidets, lavatory pans... and other sanitary war"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392310,"Boxes, cases, crates and similar articles of pl"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392321,Sacks and bags (incl. cones) of polymers of eth
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392329,Sacks and bags (incl. cones) of other plastics
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392330,"Carboys, bottles, flasks and similar articles o"
