NomenclatureCode,Nomenclature,ProductGroup,ProductGroupDescription,ProductCode,ProductDescription
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392340,"Spools, cops, bobbins and similar supports of p"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392350,"Stoppers, lids, caps and other closures of plas"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392390,"Articles for the packing of goods, of plastics,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392410,Tableware and kitchenware of plastics
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392490,"Household and toilet articles of plastics, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392510,"Reservoirs... and similar containers, capacity"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392520,"Doors, windows and their frames and thresholds"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392530,"Shutters, blinds and similar articles and parts"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392590,"Builders' ware of plastics, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392610,Office or school supplies of plastics
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392620,Articles of apparel and clothing accessories of
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392630,"Fittings for furniture, coachwork or the like o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392640,Statuettes and other ornamental articles of pla
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,392690,"Other articles of plastics, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,400910,"Tubes..., of vulcanized rubber, not reinforced,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,400920,"Tubes..., of vulcanized rubber, reinforced with"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,400930,"Tubes..., of vulcanized rubber, reinforced with"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,400940,"Tubes..., of vulcanized rubber, reinforced with"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,400950,"Tubes, pipes and hoses, of vulcanized rubber wi"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401110,"New pneumatic tyres, of rubber of a kind used o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401120,"New pneumatic tyres, of rubber of a kind used o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401130,"New pneumatic tyres, of rubber for aircraft"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401140,"New pneumatic tyres, of rubber of a kind used o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401150,"New pneumatic tyres, of rubber of a kind used o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401191,"New pneumatic tyres, of rubber, nes, of herring"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401199,"New pneumatic tyres, of rubber, nes (excl. of h"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401210,Retreaded tyres of rubber
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401220,Used pneumatic tyres of rubber
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401290,"Solid... tyres, interchangeable tyre treads and"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401310,"Inner tubes, of rubber of a kind used on motor"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401320,"Inner tubes, of rubber of a kind used on bicycl"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401390,"Inner tubes, of rubber, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401410,Sheath contraceptives
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401490,Hygienic or pharmaceutical articles of vulcaniz
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401511,Surgical gloves
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401519,Gloves of vulcanized rubber (excl. surgical glo
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401590,Articles of apparel and clothing accessories of
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401610,Articles of vulcanized rubber of cellular rubbe
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401691,"Floor coverings and mats of vulcanized rubber,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401692,"Erasers, of vulcanized rubber"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401693,"Gaskets, washers and other seals, of vulcanized"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401694,"Boat or dock fenders, of vulcanized rubber"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401695,"Inflatable articles, of vulcanized rubber, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401699,"Articles of vulcanized rubber, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,401700,Hard rubber (eg. ebonite) in all forms; article
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420100,"Saddlery and harness for any animal, of any mat"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420211,"Trunks, suit-cases..., etc, with outer surface"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420212,"Trunks, suit-cases..., etc, with outer surface"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420219,"Trunks, suit-cases..., etc, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420221,"Handbags with outer surface of leather, or comp"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420222,Handbags with outer surface of plastic sheeting
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420229,"Handbags, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420231,"Articles normally carried in pocket or handbag,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420232,"Articles normally carried in pocket or handbag,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420239,"Articles normally carried in pocket or handbag,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420291,"Cases and containers, nes, with outer surface o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420292,"Cases and containers, nes, with outer surface o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420299,"Cases and containers, nes, with outer surface o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420310,Articles of apparel of leather
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420321,"Gloves, mittens and mitts for use in sports, of"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420329,"Protective gloves, mittens and mitts for trades"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420330,Belts and bandoliers of leather or composition
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420340,Clothing accessories of leather or composition
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420400,Articles of leather used in machinery or mechan
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420500,"Articles of leather or of composition leather,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420610,Articles of catgut
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,420690,"Articles of gut (excl. silk-worm or cat-gut), o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,430310,Articles of apparel and clothing accessories of
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,430390,"Articles of furskin, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,430400,Artificial fur and articles thereof
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,440200,Wood charcoal
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,441400,"Wooden frames for paintings, photographs, mirro"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,441510,"Cases, boxes, crates, drums and similar packing"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,441520,"Pallets, box pallets and other load boards of w"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,4415AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,441600,"Casks, barrets, vats, tubs, etc, and parts ther"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,441700,"Tools..., broom or brush bodies... of wood; boo"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,441810,"Windows, French-windows and their frames, of wo"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,441820,"Doors and their frames and thresholds, of wood"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,441830,"Parquet panels, of wood"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,441840,"Shuttering for concrete constructional work, of"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,441850,"Shingles and shakes, of wood"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,441890,"Builders' joinery and carpentry, of wood, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,441900,"Tableware and kitchenware, of wood"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,442090,"Wood marquetry, inlaid wood; caskets... of wood"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,442110,Clothes hangers of wood
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,442190,"Articles of wood, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,450310,Corks and stoppers of natural cork
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,450390,"Articles of natural cork, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,450410,"Blocks..., tiles of any shape, solid cylinders,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,450490,Agglomerated cork; articles of agglomerated cor
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,460120,"Mats, matting and screens of vegetable material"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,460191,Vegetable plaiting material... in sheet form
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,460199,"Plaiting materials (excl. vegetable), in sheet"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,460210,"Articles of vegetable plaiting materials, artic"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,460290,Articles of plaiting materials (excl. of vegeta
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481310,Cigarette paper in the form of booklets or tube
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481320,Cigarette paper in rolls of a width =<5cm
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481410,Ingrain paper
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481420,"Wallpaper, etc, of paper coated with a... layer"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481430,"Wallpaper, etc, consisting of paper covered wit"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481490,Wallpaper and other wall coverings; window tran
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,4814AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481500,Floor coverings on a base of paper or of paperb
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481610,Carbon or similar copying papers
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481620,Self-copy paper
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481630,Duplicator stencils of paper
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481690,"Copying or transfer paper, nes; offset plates,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481710,Envelopes of paper or paperboard
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481720,"Letter cards, plain postcards and correspondanc"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481730,"Boxes, etc, of paper or paperboard containing p"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481810,Toilet paper
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481820,Handkerchiefs and cleansing or facial tissues o
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481830,Tablecloths and serviettes of paper
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481840,"Sanitary towels and tampons, napkins and napkin"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481850,"Articles of apparel and clothing of paper, cell"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481890,"Household, sanitary or hospital articles of pap"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481910,"Cartons, boxes and cases, of corrugated paper o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481920,"Folding cartons, boxes and cases, of non-corrug"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481930,"Sacks and bags, having a base of a width of >=4"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481940,"Sacks and bags, including cones of paper, paper"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481950,"Packing containers, including record sleeves, o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,481960,"Box files, letter trays, storage boxes, etc, of"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482010,"Registers, account books, order and receipt boo"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482020,Exercise-books
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482030,"Binders (other than book covers), folders and f"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482040,Manifold business forms and interleaved carbon
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482050,Albums for stamps or for collections of paper o
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482090,"Blotting pads, book covers and other articles o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482110,Printed paper or paperboard labels of all kinds
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482190,Paper or paperboard labels of all kinds (excl.
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,4821AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482210,"Bobbins, spools..., of paper or paperboard for"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482290,"Bobbins, spools, cops and similar supports of p"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482311,"Self-adhesive paper, in strips or rolls"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482319,"Gummed or adhesive paper (excl. self-adhesive),"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482320,"Filter paper and paperboard, cut to shape"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482330,"Cards, not punched, for punch card machines"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482340,"Rolls, sheets and dials, printed for self-recor"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482351,"Printed, embossed or perforated paper or paperb"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482359,"Paper and paperboard writing, printing, etc, cu"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482360,"Trays, dishes, plates and cups, etc, of paper o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482370,Moulded or pressed articles of paper pulp
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,482390,"Paper and paperboard, cut to size and articles"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490110,"Printed books, brochures, leaflets, etc, in sin"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490191,"Dictionaries and encyclopaedias, and serial ins"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490199,"Printed books, brochures, leaflets and similar"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490210,"Newspapers, journals and periodicals, appearing"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490290,"Newspapers, journals and periodicals, appearing"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,4902AA,  UN Special Code
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490300,"Children's picture, drawing or colouring books"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490400,"Music, printed or in manuscript"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490510,Globes
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490591,"Maps and hydrographic or similar charts, in boo"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490599,"Maps and hydrographic or similar charts, printe"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490600,Plans... for architectural... purposes; handwit
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490700,New stamps; stamp-impressed paper; banknotes; c
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490810,"Transfers (decalcomanias), vitrifiable"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490890,Transfers (decalcomanias) (excl. vitrifiable)
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,490900,Printed or illustrated postcards; printed cards
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,491000,"Calendars of any kind, printed, including calen"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,491110,"Trade advertising material, commercial catalogu"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,491191,"Pictures, designs and photographs"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,491199,"Other printed matter, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,500600,"Silk yarn, put up for retail sale; silk-worm gu"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,510910,"Yarn, with >=85% wool or of fine animal hair, p"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,510990,"Yarn, with <85% wool or of fine animal hair, pu"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,511000,Yarn of coarse animal hair or of horsehair (inc
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,520420,"Cotton sewing thread, put up for retail sale"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,520621,"Combed single cotton yarn, with <85% cotton, np"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,520710,"Cotton yarn (excl. sewing), put up for retail s"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,520790,"Cotton yarn (excl. sewing), put up for retail s"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,530610,Single flax yarn put up for retail sale
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,530710,Single yarn of jute or of other textile bast fi
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,530810,Coir yarn
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,540110,Sewing thread of synthetic filaments
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,540120,Sewing thread of artificial filaments
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,540490,Strip and the like of synthetic textile materia
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,540610,"Synthetic filament yarn (excl. sewing thread),"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,540620,"Artificial filament yarn (excl. sewing thread),"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,550810,Sewing thread of synthetic staple fibres
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,550820,Sewing thread of artificial staple fibres
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,551110,"Yarn, with >=85% synthetic staple fibres, put u"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,551120,"Yarn, <85% synthetic staple fibres, put up for"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,551130,"Yarn of artificial staple fibres, put up for re"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560110,"Sanitary towels and tampons, napkins, etc, of t"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560210,Needleloom felt and stitch-bonded fibre fabrics
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560410,"Rubber thread and cord, textile covered"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560500,"Metallized yarn, being textile yarn, or strip,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560600,Gimped yarn and strip; chenille yarn; loop wale
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560721,"Binder or baler twine of sisal, etc, of the gen"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560729,"Twine, cordage, ropes and cables, of sisal, etc"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560730,"Twine, cordage, ropes and cables, of abaca or o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560741,Binder or baler twine of polyethylene or polypr
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560749,"Twine, cordage, ropes and cables, of polyethyle"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560750,"Twine, cordage, ropes and cables, of synthetic"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560790,"Twine, cordage, ropes and cables, nes"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,560900,"Articles of yarn, strip, etc, twine, cordage, r"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570110,"Carpets and other textile floor coverings, of w"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570190,"Carpets and other textile floor coverings, of o"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570210,"Kelem, Schumacks, Karamanie and other similar h"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570220,Floor coverings of coconut fibres (coir)
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570231,"Pile floor coverings of wool..., woven, not mad"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570232,"Pile floor coverings of man-made textiles, wove"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570239,"Pile floor coveringsof other textiles, woven, n"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570241,"Pile floor coverings of wool..., woven, made up"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570242,"Pile floor coverings of man-made textiles, wove"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570249,"Pile floor coverings of other textiles, woven,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570251,"Non-pile floor coverings of wool...woven, not m"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570252,"Non-pile floor coverings of man-made textiles,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570259,"Non-pile floor coverings of other textiles, wov"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570291,"Non-pile floor coverings of wool..., woven, mad"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570292,"Non-pile floor coverings of man-made textiles,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570299,"Non-pile floor coverings of textile materials,"
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570310,Tufted floor coverings of wool or of fine anima
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570320,Tufted floor coverings of nylon or other polyam
H0,HS 1988/92,UNCTAD-SoP3, Consumer goods,570330,Tufted floor coverings of man-made textile mate
